id x y phenotype1 envi phenotype2 
60 0.255658 0.228309 0.523894 -0.190347 0.523894
61 0.111472 0.710334 -0.341376 -0.606311 -0.341376
62 0.121152 0.703045 -0.0116264 -0.591093 -0.0116264
63 0.76974 0.980668 -0.318009 -0.256638 -0.318009
64 0.295282 0.890595 0.290721 0.00208487 0.290721
65 0.359306 0.165404 0.220869 0.654961 0.220869
66 0.652927 0.994805 0.889311 0.60516 0.889311
67 0.799028 0.958874 0.0450853 -0.176514 0.0450853
68 0.35727 0.170835 -0.332298 0.644786 -0.332298
69 0.47624 0.547516 0.920027 1.17495 0.920027
70 0.550496 0.0769423 1.14685 0.918239 1.14685
71 0.557545 0.0632776 -0.448767 0.810492 -0.448767
72 0.167092 0.683523 -0.0701393 -0.49762 -0.0701393
73 0.94631 0.0187269 -0.401538 -0.75635 -0.401538
74 0.869967 0.809993 0.884292 -0.160272 0.884292
75 0.0207993 0.337401 0.942455 -0.877522 0.942455
76 0.647973 0.213853 -0.46746 0.835574 -0.46746
77 0.239988 0.24844 -0.200592 -0.298142 -0.200592
78 0.994708 0.488687 0.719451 -0.737718 0.719451
79 0.972682 0.480392 0.147757 -0.694773 0.147757
80 0.305968 0.951538 0.605479 0.0747758 0.605479
81 0.732259 0.793603 -0.164902 0.187536 -0.164902
82 0.305004 0.58867 -0.0333782 0.0556079 -0.0333782
83 0.437823 0.0217563 -0.159962 0.808559 -0.159962
84 0.640746 0.00645653 1.23901 -0.0056275 1.23901
85 0.827809 0.270512 0.961693 -0.129528 0.961693
86 0.38493 0.957971 0.441798 0.860968 0.441798
87 0.225787 0.0437047 -0.822058 -0.0299392 -0.822058
88 0.752187 0.72477 0.100113 0.109073 0.100113
89 0.0968482 0.728479 1.08992 -0.619978 1.08992
90 0.275072 0.674805 1.21395 -0.112149 1.21395
91 0.584303 0.837456 0.628361 1.19646 0.628361
92 0.193353 0.415884 -0.291574 -0.494519 -0.291574
93 0.900745 0.63591 0.433335 -0.402903 0.433335
94 0.0484269 0.023069 1.08135 -1.11657 1.08135
95 0.746795 0.787492 -0.310663 0.101917 -0.310663
96 0.965642 0.773039 -0.306659 -0.418397 -0.306659
97 0.526147 0.241751 0.845124 1.8027 0.845124
98 0.971333 0.948389 0.341093 0.0688963 0.341093
99 0.036823 0.289423 -0.527891 -0.766445 -0.527891
100 0.926719 0.0396716 0.371255 -0.73709 0.371255
101 0.816568 0.460736 -0.239652 -0.316529 -0.239652
102 0.867619 0.624648 0.729353 -0.331589 0.729353
103 0.939039 0.0193144 -0.170637 -0.754084 -0.170637
104 0.514142 0.195021 0.888997 1.68266 0.888997
105 0.109067 0.541029 0.50377 -0.78942 0.50377
106 0.128207 0.956687 -0.631141 -0.799935 -0.631141
107 0.63745 0.371329 1.30384 0.760189 1.30384
108 0.367904 0.170014 1.0798 0.720697 1.0798
109 0.836324 0.27384 -0.101894 -0.173271 -0.101894
110 0.750698 0.0881546 0.0108719 -0.407902 0.0108719
111 0.154858 0.96369 0.0471424 -0.739945 0.0471424
112 0.013632 0.352767 0.659103 -0.920172 0.659103
113 0.974408 0.700792 -0.0182629 -0.542619 -0.0182629
114 0.761489 0.721665 1.20172 0.0778664 1.20172
115 0.163681 0.6723 -0.867746 -0.514576 -0.867746
116 0.806428 0.971367 -0.197915 -0.173809 -0.197915
117 0.0187989 0.00457547 -1.08403 -1.34864 -1.08403
118 0.41523 0.966415 0.540931 1.16989 0.540931
119 0.750102 0.787944 -0.533238 0.0796447 -0.533238
120 0.0281911 0.527352 -0.467274 -1.06777 -0.467274
121 0.965267 0.952216 -0.134836 0.071019 -0.134836
122 0.65584 0.987394 0.182303 0.58173 0.182303
123 0.289907 0.427485 -0.703077 -0.0429338 -0.703077
124 0.0233899 0.294481 0.843297 -0.804215 0.843297
125 0.644632 0.0116904 0.937146 -0.0097474 0.937146
126 0.839597 0.260082 -0.0830668 -0.174996 -0.0830668
127 0.47653 0.537205 -1.08421 1.16102 -1.08421
128 0.983741 0.27053 0.753825 -0.867744 0.753825
129 0.613298 0.387911 1.60653 0.87318 1.60653
130 0.986631 0.260051 0.428564 -0.889169 0.428564
131 0.445944 0.0127813 0.309556 0.809839 0.309556
132 0.300032 0.970748 -0.462056 0.0063341 -0.462056
133 0.289591 0.454477 0.734327 -0.0648261 0.734327
134 0.269316 0.0583613 0.543512 0.17002 0.543512
135 0.83169 0.254122 0.27425 -0.130121 0.27425
136 0.541685 0.219388 1.58952 1.59751 1.58952
137 0.131769 0.971069 0.921676 -0.809423 0.921676
138 0.962523 0.945627 -1.11847 0.0494597 -1.11847
139 0.655937 0.385348 -0.574296 0.60661 -0.574296
140 0.989144 0.258642 0.23482 -0.902458 0.23482
141 0.00235955 0.869939 1.16489 -0.986273 1.16489
142 0.961556 0.939643 -0.434808 0.0323639 -0.434808
143 0.759153 0.0987665 0.680232 -0.379072 0.680232
144 0.29772 0.891587 -0.079289 0.0241797 -0.079289
145 0.0130618 0.884373 0.915042 -0.983424 0.915042
146 0.150754 0.983446 -0.335262 -0.775389 -0.335262
147 0.836875 0.443437 0.242941 -0.349487 0.242941
148 0.429745 0.379659 0.419335 1.07779 0.419335
149 0.24959 0.227534 -0.0102082 -0.238869 -0.0102082
150 0.833268 0.461745 0.0827906 -0.359273 0.0827906
151 0.356994 0.166355 -1.25841 0.639328 -1.25841
152 0.244567 0.0252579 -0.0757234 0.114279 -0.0757234
153 0.813683 0.262736 0.696035 -0.0525706 0.696035
154 0.554017 0.629782 1.04067 1.14632 1.04067
155 0.874044 0.814483 -0.506159 -0.163638 -0.506159
156 0.22423 0.0359319 -0.180644 -0.0280859 -0.180644
157 0.0132296 0.00930753 0.86971 -1.3735 0.86971
158 0.0250795 0.350897 0.885758 -0.887735 0.885758
159 0.992826 0.483644 0.628967 -0.737735 0.628967
160 0.659551 0.0123505 0.589002 -0.10912 0.589002
161 0.405459 0.954502 0.913071 1.06392 0.913071
162 0.302829 0.584637 -0.682045 0.0381631 -0.682045
163 0.045083 0.546237 -0.193781 -0.986555 -0.193781
164 0.55033 0.873688 0.856544 1.47826 0.856544
165 0.668927 0.00102914 -0.179019 -0.221862 -0.179019
166 0.0823122 0.224767 1.06801 -0.648691 1.06801
167 0.98171 0.770532 -0.62491 -0.46543 -0.62491
168 0.652551 0.998542 0.451051 0.606682 0.451051
169 0.989146 0.262156 -0.198301 -0.899766 -0.198301
170 0.617796 0.225687 -0.0223885 1.09605 -0.0223885
171 0.924354 0.0488935 -0.293867 -0.728906 -0.293867
172 0.649631 0.376817 0.791294 0.667964 0.791294
173 0.990907 0.937579 -0.104078 0.0602101 -0.104078
174 0.56376 0.863317 -0.260081 1.36547 -0.260081
175 0.799701 0.475621 -0.288696 -0.296191 -0.288696
176 0.015471 0.863446 0.675905 -0.944907 0.675905
177 0.549002 0.678034 -0.0103241 1.25563 -0.0103241
178 0.840897 0.264713 0.713313 -0.185832 0.713313
179 0.884002 0.639066 -0.0300987 -0.35723 -0.0300987
180 0.288124 0.580582 -0.373106 -0.0651974 -0.373106
181 0.968416 0.765964 -0.906449 -0.444957 -0.906449
182 0.668252 0.530936 0.42081 0.303848 0.42081
183 0.578946 0.833811 0.0367678 1.23388 0.0367678
184 0.568562 0.914414 -0.938526 1.36164 -0.938526
185 0.949694 0.285023 0.120918 -0.702155 0.120918
186 0.895662 0.808975 -0.471947 -0.203691 -0.471947
187 0.972477 0.962372 0.53003 0.110777 0.53003
188 0.653326 0.536225 -0.0275485 0.401166 -0.0275485
189 0.556024 0.661439 0.288216 1.18611 0.288216
190 0.747677 0.812712 0.815138 0.0475443 0.815138
191 0.259378 0.0551978 0.227626 0.131608 0.227626
192 0.22057 0.045307 -1.05229 -0.0629168 -1.05229
193 0.361159 0.167444 0.154494 0.669884 0.154494
194 0.116338 0.536764 -0.0575356 -0.770515 -0.0575356
195 0.667509 0.971226 1.28864 0.483632 1.28864
196 0.016997 0.95847 -0.223229 -1.08945 -0.223229
197 0.398397 0.963526 0.890171 0.998588 0.890171
198 0.740592 0.106534 -0.368371 -0.263789 -0.368371
199 0.715672 0.693866 1.56124 0.275048 1.56124
200 0.585127 0.909211 0.524681 1.21987 0.524681
201 0.993238 0.105371 -0.611877 -0.829382 -0.611877
202 0.394716 0.959984 -0.0952668 0.959777 -0.0952668
203 0.0319148 0.0189973 0.936192 -1.22954 0.936192
204 0.888538 0.631139 -0.421132 -0.376947 -0.421132
205 0.53888 0.640843 0.8869 1.25546 0.8869
206 0.949456 0.0323942 -0.66402 -0.754531 -0.66402
207 0.399021 0.971324 0.899333 1.00921 0.899333
208 0.480433 0.540999 1.07608 1.19281 1.07608
209 0.759 0.725144 -0.222211 0.0901866 -0.222211
210 0.201481 0.999959 1.06768 -0.660333 1.06768
211 0.844872 0.472447 0.395647 -0.398038 0.395647
212 0.988404 0.753796 0.771421 -0.536224 0.771421
213 0.668942 0.0522655 -1.19747 -0.00241784 -1.19747
214 0.545381 0.625372 1.09902 1.19096 1.09902
215 0.36779 0.16996 1.23609 0.719823 1.23609
216 0.719295 0.695321 0.60982 0.255433 0.60982
217 0.534617 0.0835826 0.0742743 1.05635 0.0742743
218 0.63826 0.989054 0.687564 0.747774 0.687564
219 0.970609 0.95645 0.440256 0.0908181 0.440256
220 0.634869 0.231371 1.05981 1.00188 1.05981
221 0.883431 0.598234 -0.251239 -0.398726 -0.251239
222 0.2661 0.203021 -0.397463 -0.0618472 -0.397463
223 0.812732 0.239852 -0.540263 -0.0615037 -0.540263
224 0.55847 0.487626 -0.466916 0.942182 -0.466916
225 0.425343 0.381308 0.356345 1.03992 0.356345
226 0.198886 0.478507 1.12268 -0.514174 1.12268
227 0.0167535 0.72287 -0.376104 -0.806382 -0.376104
228 0.62004 0.53557 0.220663 0.59849 0.220663
229 0.959798 0.760767 0.0884498 -0.436102 0.0884498
230 0.428141 0.0111906 0.462686 0.747824 0.462686
231 0.652266 0.995613 0.440343 0.611049 0.440343
232 0.553215 0.641574 0.25116 1.17046 0.25116
233 0.9979 0.799764 0.421678 -0.405459 0.421678
234 0.530288 0.225603 -0.0902151 1.70368 -0.0902151
235 0.880747 0.63824 -0.0274008 -0.349833 -0.0274008
236 0.236746 0.257937 0.137725 -0.310189 0.137725
237 0.0781617 0.541589 0.657395 -0.887436 0.657395
238 0.284068 0.667704 -0.183068 -0.0493977 -0.183068
239 0.225755 0.0392317 -0.531187 -0.0236418 -0.531187
240 0.748959 0.782725 -0.437263 0.0968834 -0.437263
241 0.952101 0.0400804 -0.665077 -0.7549 -0.665077
242 0.425744 0.385914 0.814075 1.03272 0.814075
243 0.0232534 0.00277966 0.219692 -1.32332 0.219692
244 0.0506503 0.271941 0.401956 -0.711119 0.401956
245 0.620561 0.532566 0.863422 0.590566 0.863422
246 0.800668 0.947125 -1.06873 -0.163839 -1.06873
247 0.161568 0.683314 -0.5764 -0.511335 -0.5764
248 0.526508 0.233945 0.335968 1.76623 0.335968
249 0.827672 0.274389 -0.578922 -0.133272 -0.578922
250 0.297809 0.891171 0.349476 0.0252281 0.349476
251 0.162691 0.677416 -0.286548 -0.513122 -0.286548
252 0.033139 0.275628 0.0308188 -0.753913 0.0308188
253 0.981791 0.699779 0.787868 -0.563753 0.787868
254 0.965213 0.951306 0.342195 0.068459 0.342195
255 0.0161201 0.00726394 0.395318 -1.35969 0.395318
256 0.943569 0.44324 -1.05246 -0.637486 -1.05246
257 0.652452 0.00820887 1.8332 -0.0782634 1.8332
258 0.314458 0.95989 1.30436 0.156167 1.30436
259 0.988676 0.110051 -0.814266 -0.822889 -0.814266
260 0.761257 0.796522 1.03632 0.0412798 1.03632
261 0.81815 0.461201 -0.561589 -0.321054 -0.561589
262 0.98905 0.787272 -1.45882 -0.429479 -1.45882
263 0.648963 0.992737 -0.655291 0.644209 -0.655291
264 0.3479 0.964433 -0.423562 0.491052 -0.423562
265 0.943994 0.0335676 0.516746 -0.751132 0.516746
266 0.00859367 0.881613 0.228057 -0.989854 0.228057
267 0.438878 0.0179328 0.743756 0.801414 0.743756
268 0.397584 0.963636 1.33488 0.990481 1.33488
269 0.966586 0.958568 1.15417 0.0904353 1.15417
270 0.794981 0.974873 0.333364 -0.198651 0.333364
271 0.982414 0.77036 0.568631 -0.467724 0.568631
272 0.824708 0.24514 -0.525145 -0.104185 -0.525145
273 0.63067 0.224158 1.14777 1.00004 1.14777
274 0.662431 0.0115085 0.774035 -0.13246 0.774035
275 0.297959 0.954476 0.926626 -0.00621964 0.926626
276 0.432045 0.376824 0.871218 1.10219 0.871218
277 0.301794 0.428355 1.07691 0.0422955 1.07691
278 0.833102 0.446361 -0.130577 -0.342428 -0.130577
279 0.261235 0.213006 -0.362562 -0.117143 -0.362562
280 0.0795197 0.172922 -1.12608 -0.723789 -1.12608
281 0.300282 0.879545 0.0032091 0.0539189 0.0032091
282 0.768864 0.733153 0.140877 0.0737892 0.140877
283 0.891163 0.620498 0.322395 -0.394434 0.322395
284 0.541936 0.0772252 -0.528397 0.978358 -0.528397
285 0.0821216 0.506893 0.363708 -0.91604 0.363708
286 0.990586 0.255336 0.295364 -0.912081 0.295364
287 0.735042 0.105093 -0.283625 -0.231666 -0.283625
288 0.746601 0.0923952 0.949671 -0.3653 0.949671
289 0.19765 0.999966 0.853389 -0.670597 0.853389
290 0.0327952 0.364558 0.332569 -0.888461 0.332569
291 0.357799 0.165713 -0.166441 0.644535 -0.166441
292 0.00433795 0.971666 0.0644734 -1.1431 0.0644734
293 0.715187 0.699956 -0.063064 0.287462 -0.063064
294 0.706747 0.0181995 -0.00343255 -0.407476 -0.00343255
295 0.483058 0.548693 1.43887 1.22237 1.43887
296 0.73482 0.700727 0.209836 0.170027 0.209836
297 0.557257 0.869263 -0.471867 1.42033 -0.471867
298 0.0256563 0.00669756 -0.878705 -1.29812 -0.878705
299 0.0167998 0.336545 0.35816 -0.886132 0.35816
300 0.126382 0.728411 0.499846 -0.55447 0.499846
301 0.985901 0.976952 -0.258146 0.179551 -0.258146
302 0.987202 0.269462 0.260202 -0.884922 0.260202
303 0.405259 0.0228772 -0.0593625 0.697463 -0.0593625
304 0.642822 0.988184 -0.0458739 0.70479 -0.0458739
305 0.818186 0.466742 -0.993511 -0.328034 -0.993511
306 0.0183507 0.353816 -0.0836168 -0.909657 -0.0836168
307 0.553437 0.21457 1.67258 1.49499 1.67258
308 0.552165 0.883759 0.263131 1.47277 0.263131
309 0.881902 0.631982 0.121669 -0.359381 0.121669
310 0.301406 0.586123 -0.726254 0.0292451 -0.726254
311 0.876248 0.80893 -0.45338 -0.171423 -0.45338
312 0.660905 0.36868 -0.594758 0.614928 -0.594758
313 0.760211 0.80212 0.867703 0.0335857 0.867703
314 0.876436 0.81309 -0.124909 -0.168436 -0.124909
315 0.28267 0.223177 1.14809 0.0491932 1.14809
316 0.547669 0.629553 0.842619 1.18408 0.842619
317 0.528853 0.0917643 -0.333816 1.13161 -0.333816
318 0.297747 0.438891 0.270933 0.00445796 0.270933
319 0.24604 0.239711 -0.483007 -0.269827 -0.483007
320 0.729168 0.707964 0.663846 0.215398 0.663846
321 0.112134 0.546214 0.0224611 -0.774272 0.0224611
322 0.550067 0.0625902 -0.618045 0.858912 -0.618045
323 0.0204499 0.953878 -0.678086 -1.07341 -0.678086
324 0.886298 0.820825 -0.28086 -0.176167 -0.28086
325 0.839806 0.813245 0.506663 -0.110769 0.506663
326 0.967769 0.264713 -0.068188 -0.795139 -0.068188
327 0.049481 0.0183722 0.478609 -1.11878 0.478609
328 0.0966464 0.713526 1.02841 -0.637072 1.02841
329 0.978066 0.809829 -0.0667617 -0.338236 -0.0667617
330 0.498332 0.543506 -0.0778289 1.31597 -0.0778289
331 0.637209 0.999293 0.438188 0.754296 0.438188
332 0.522714 0.237342 -0.305502 1.80739 -0.305502
333 0.130719 0.953026 -0.103231 -0.788698 -0.103231
334 0.811332 0.45822 -1.11969 -0.30013 -1.11969
335 0.998495 0.113569 -0.00164723 -0.846647 -0.00164723
336 0.97132 0.945902 0.652194 0.06177 0.652194
337 0.54798 0.635445 0.263654 1.19188 0.263654
338 0.251816 0.664435 0.142582 -0.286959 0.142582
339 0.823981 0.439964 0.413929 -0.310607 0.413929
340 0.00723212 0.718233 -0.690115 -0.835113 -0.690115
341 0.636872 0.226203 0.612398 0.96574 0.612398
342 0.301891 0.95435 -0.482995 0.0329773 -0.482995
343 0.4167 0.0219612 0.039709 0.735518 0.039709
344 0.291576 0.983359 0.292121 -0.0867096 0.292121
345 0.347455 0.592653 1.4254 0.35215 1.4254
346 0.736847 0.693356 0.230355 0.146378 0.230355
347 0.803769 0.453703 -0.290413 -0.274651 -0.290413
348 0.989865 0.986409 -0.456196 0.218293 -0.456196
349 0.989404 0.80987 -0.660667 -0.356757 -0.660667
350 0.0187383 0.7279 -0.284175 -0.794284 -0.284175
351 0.163919 0.685501 0.38566 -0.503894 0.38566
352 0.893587 0.631331 -0.742169 -0.389438 -0.742169
353 0.598986 0.219118 -0.164376 1.19839 -0.164376
354 0.10754 0.539708 0.761544 -0.795695 0.761544
355 0.397111 0.0138082 0.315579 0.652725 0.315579
356 0.986616 0.978622 -0.100704 0.186306 -0.100704
357 0.127703 0.961401 0.332116 -0.807398 0.332116
358 0.348207 0.163141 -0.441733 0.575091 -0.441733
359 0.97182 0.936747 0.182007 0.0361612 0.182007
360 0.200263 0.45435 0.451883 -0.495991 0.451883
361 0.581087 0.855624 0.233927 1.22853 0.233927
362 0.991517 0.111893 -0.546686 -0.830159 -0.546686
363 0.836951 0.441075 -0.0871161 -0.347276 -0.0871161
364 0.872989 0.80907 -0.0305219 -0.165897 -0.0305219
365 0.217635 0.403501 0.605399 -0.417466 0.605399
366 0.762156 0.815174 0.0667246 0.00794992 0.0667246
367 0.662765 0.992789 0.212485 0.512291 0.212485
368 0.644713 0.363396 0.87037 0.732864 0.87037
369 0.0303001 0.354917 -0.0530397 -0.880424 -0.0530397
370 0.645807 0.99682 -0.0225189 0.672475 -0.0225189
371 0.66841 0.0218703 0.818422 -0.129014 0.818422
372 0.342476 0.600134 0.30873 0.323759 0.30873
373 0.93743 0.483594 -0.268914 -0.614455 -0.268914
374 0.544068 0.221646 1.65753 1.59076 1.65753
375 0.621927 0.383598 -0.467947 0.829044 -0.467947
376 0.976979 0.4835 0.436669 -0.702556 0.436669
377 0.826857 0.458987 -0.502245 -0.340204 -0.502245
378 0.302739 0.591841 0.74856 0.0418719 0.74856
379 0.989966 0.788997 -0.641858 -0.425808 -0.641858
380 0.974757 0.489399 -0.141155 -0.694072 -0.141155
381 0.0771964 0.509077 0.987225 -0.929989 0.987225
382 0.497798 0.54505 -0.257025 1.31497 -0.257025
383 0.244867 0.26159 0.0919655 -0.294703 0.0919655
384 0.996454 0.100519 -0.292679 -0.832263 -0.292679
385 0.584153 0.496725 0.281131 0.763533 0.281131
386 0.546814 0.633387 0.908316 1.19551 0.908316
387 0.29574 0.896258 -0.474995 0.00326185 -0.474995
388 0.828652 0.441946 1.14832 -0.325626 1.14832
389 0.108106 0.546936 1.12461 -0.786267 1.12461
390 0.266634 0.208877 -0.634705 -0.0662988 -0.634705
391 0.530347 0.228226 0.509889 1.71468 0.509889
392 0.75817 0.725312 0.0994459 0.0928103 0.0994459
393 0.645667 0.365602 0.75137 0.721215 0.75137
394 0.000612849 0.965436 0.779067 -1.14288 0.779067
395 0.409955 0.958896 1.64456 1.11164 1.64456
396 0.560346 0.673895 1.09394 1.18045 1.09394
397 0.660541 0.0116236 0.489655 -0.119018 0.489655
398 0.543244 0.0790343 0.995124 0.97722 0.995124
399 0.557953 0.659948 1.42617 1.17205 1.42617
400 0.223896 0.0462738 -0.930564 -0.0447412 -0.930564
401 0.881771 0.644354 -0.355779 -0.345965 -0.355779
402 0.0328359 0.51888 0.0338497 -1.06485 0.0338497
403 0.0113955 0.88373 -0.689715 -0.986434 -0.689715
404 0.827819 0.273521 0.925931 -0.132976 0.925931
405 0.270997 0.236034 0.506743 -0.0681767 0.506743
406 0.658605 0.357406 -0.468512 0.65709 -0.468512
407 0.304763 0.584849 -0.733133 0.0516048 -0.733133
408 0.987592 0.118537 -0.411262 -0.825475 -0.411262
409 0.83351 0.257078 0.603882 -0.142232 0.603882
410 0.223932 0.047859 0.0183387 -0.0467779 0.0183387
411 0.281405 0.892553 -0.17145 -0.127975 -0.17145
412 0.8772 0.822406 -1.35424 -0.162095 -1.35424
413 0.0240045 0.00132921 -0.646495 -1.32173 -0.646495
414 0.521739 0.201127 1.12894 1.65655 1.12894
415 0.895179 0.634856 -0.535727 -0.389885 -0.535727
416 0.00597826 0.957629 0.526601 -1.11657 0.526601
417 0.560117 0.82613 -0.15626 1.36488 -0.15626
418 0.549217 0.0750987 0.180443 0.919039 0.180443
419 0.715063 0.696296 1.19575 0.282512 1.19575
420 0.101317 0.714111 0.612607 -0.625701 0.612607
421 0.0073048 0.883391 1.39759 -0.995768 1.39759
422 0.763214 0.173595 0.739582 -0.0890048 0.739582
423 0.969856 0.266592 0.353999 -0.804144 0.353999
424 0.670193 0.00919021 -0.0707019 -0.195562 -0.0707019
425 0.674451 0.982679 0.296473 0.409456 0.296473
426 0.00600506 0.00864199 -0.469303 -1.42266 -0.469303
427 0.88739 0.81603 -0.86352 -0.182649 -0.86352
428 0.562584 0.665889 0.358873 1.15386 0.358873
429 0.883298 0.635872 0.399946 -0.3588 0.399946
430 0.441685 0.0160511 1.26867 0.805458 1.26867
431 0.840418 0.441911 -0.467701 -0.357551 -0.467701
432 0.192863 0.422864 -0.540465 -0.500192 -0.540465
433 0.246577 0.244413 0.163144 -0.277317 0.163144
434 0.985412 0.118455 -0.111601 -0.820405 -0.111601
435 0.87931 0.641995 0.56565 -0.342179 0.56565
436 0.994732 0.805388 0.396861 -0.380612 0.396861
437 0.402339 0.0060477 0.765881 0.655035 0.765881
438 0.965214 0.480417 -0.607214 -0.677854 -0.607214
439 0.741597 0.809501 0.451707 0.0958113 0.451707
440 0.975132 0.941993 0.312049 0.0552889 0.312049
441 0.318209 0.956674 0.814116 0.194695 0.814116
442 0.721802 0.69338 0.660198 0.237273 0.660198
443 0.204041 0.40442 0.64197 -0.456914 0.64197
444 0.0989729 0.204733 0.0859594 -0.626321 0.0859594
445 0.740559 0.702726 0.00797807 0.138435 0.00797807
446 0.797369 0.970312 -0.328098 -0.189772 -0.328098
447 0.512755 0.199468 1.16354 1.71165 1.16354
448 0.00687129 0.014846 0.367237 -1.40029 0.367237
449 0.819281 0.277937 -0.670881 -0.0982955 -0.670881
450 0.0282095 0.163332 0.421996 -0.923327 0.421996
451 0.707556 0.0120056 -0.215673 -0.439457 -0.215673
452 0.533015 0.221979 -0.331696 1.66899 -0.331696
453 0.786579 0.46214 0.524325 -0.243966 0.524325
454 0.646058 0.372767 1.79896 0.700987 1.79896
455 0.813247 0.471291 -0.764183 -0.321981 -0.764183
456 0.0308185 0.337256 0.466118 -0.85231 0.466118
457 0.293751 0.966385 1.09853 -0.0548224 1.09853
458 0.483647 0.540065 1.3768 1.21271 1.3768
459 0.230619 0.653842 0.94601 -0.354143 0.94601
460 0.972558 0.95703 1.02548 0.0955041 1.02548
461 0.254078 0.225547 -0.53735 -0.199045 -0.53735
462 0.82623 0.455739 -0.518627 -0.334895 -0.518627
463 0.301044 0.967092 0.00720024 0.0183615 0.00720024
464 0.305313 0.587116 -0.93821 0.0567854 -0.93821
465 0.990782 0.991508 -0.670196 0.237042 -0.670196
466 0.220388 0.02509 -0.380238 -0.0367135 -0.380238
467 0.752779 0.112944 0.0658319 -0.307507 0.0658319
468 0.517527 0.237893 0.657327 1.84585 0.657327
469 0.880713 0.642541 0.784343 -0.345181 0.784343
470 0.981538 0.804784 -0.0738895 -0.359489 -0.0738895
471 0.814559 0.263801 0.345451 -0.0581692 0.345451
472 0.881307 0.807722 -0.59818 -0.180932 -0.59818
473 0.620099 0.53517 0.742062 0.597497 0.742062
474 0.532339 0.0745381 0.671709 1.03271 0.671709
475 0.960221 0.0353155 -0.99368 -0.760581 -0.99368
476 0.328017 0.968666 0.186051 0.29018 0.186051
477 0.407341 0.00858697 0.0307615 0.675647 0.0307615
478 0.289443 0.429094 0.00718093 -0.0474612 0.00718093
479 0.481553 0.544487 1.50234 1.20572 1.50234
